x	y	u	v
0.020364258	0.31660156	-0.00260347606824362	-0.0002937771708025
0.020798639	0.32011719	-0.00220327317215742	-1.77289179491048e-05
0.020149562	0.32324219	-0.00160070218559186	-0.000932454670823978
0.017773438	0.32421323	-2.39088875645209e-05	0.000916100229461567
0.017382813	0.32530002	-0.000146432064409867	-0.000981393909612786
0.020745166	0.32462796	-0.000320044945303258	-0.000723906235530567
0.023632813	0.32366562	-3.18138297111866e-06	-0.000151620016821273
0.026689697	0.32454113	-0.000425829477460291	0.00079369605940109
0.029101563	0.32587259	-0.000343839842510328	0.000774075843466953
0.032064252	0.32694134	-0.000220240947025416	0.00061695895581756
0.034960937	0.32782397	-0.000118836197143337	0.000425177378152318
0.038085938	0.32874483	-0.000147846900711812	0.00046909339934652
0.041010403	0.3296892	-0.000151634979200427	0.000465162954023769
0.043945312	0.33064784	-0.000148890287942436	0.000443546655272235
0.046954681	0.33161802	-0.000108778696798712	0.000383427197529751
0.049828439	0.33247018	-9.61470142638361e-05	0.000341480097135764
0.053545391	0.27167969	-0.00176676155528556	0.000247791237995191
0.053883961	0.27558594	-0.00180973135948171	5.73267560330854e-05
0.053784771	0.27949219	-0.00180825797582897	-0.000152502980041913
0.053299922	0.28300781	-0.00177245863183522	-0.000341623141676889
0.052536688	0.28613281	-0.0017088271470183	-0.000509699260400806
0.051535014	0.28899407	-0.00162339580327892	-0.000652074578546307
0.050316046	0.29165268	-0.00151172767244909	-0.00078186175287848
0.048855208	0.29418278	-0.00138046547130934	-0.000886864271991456
0.04724839	0.29646199	-0.00125296273755227	-0.000964601565853213
0.045454786	0.29859245	-0.0011093119719424	-0.00101861321817337
0.043514677	0.30053293	-0.000957153807027712	-0.00104455083906678
0.041387816	0.30232935	-0.000817556626337918	-0.00104640587383042
0.039137639	0.30395665	-0.000699741875085523	-0.00104330071282543
0.036717217	0.30546787	-0.000573700844481782	-0.00100214579610778
0.034179688	0.30680224	-0.000468856038754323	-0.000967452286061951
0.031445313	0.30803895	-0.000389253371616762	-0.000923311892469296
0.028710937	0.30914566	-0.000392436959480797	-0.000948732410352444
0.025976563	0.31041005	-0.000579585806647364	-0.00107739342743219
0.023632813	0.31194729	-0.00100052512376853	-0.0012416581259163
0.021703331	0.31386719	-0.00154838332575099	-0.00118816252418895
