x	y	u	v
0.02856227	0.31855469	-0.00231964996579189	-3.79817552315924e-05
0.028404989	0.32207031	-0.0021196236912005	-0.000640305630997571
0.026659514	0.32422518	-7.33673266036502e-06	-0.000110639399700027
0.025585938	0.32548161	-0.000173835693336352	0.00042728675432565
0.028397872	0.32495339	-0.000340366649572845	-0.000859813449749583
0.031445313	0.32425445	-5.47231444946323e-06	7.7780000691531e-05
0.034570313	0.32518553	-0.000425847555520208	0.000826438682219401
0.037304688	0.32647251	-0.000248416282238538	0.000652704190225817
0.040039062	0.32746981	-0.000222036026036152	0.000614346609048018
0.043072618	0.3284832	-0.000142088781699432	0.0004551044790064
0.045898438	0.3293984	-0.00013882922571729	0.000410208520250141
0.048918088	0.33043943	-0.000141264359101313	0.000433491043678186
0.051757812	0.33138396	-0.000139728619487026	0.000405333987206564
0.054879628	0.33236886	-0.00010029055251765	0.000363451198954988
0.057837024	0.33319702	-8.69206085610071e-05	0.000349341257605799
0.060891058	0.33399568	-6.88911582171235e-05	0.000283004836905648
0.06004249	0.27246094	-0.00174636266903038	0.000219314118563104
0.060317372	0.27597656	-0.00178094588880276	5.56135932354254e-05
0.060224469	0.27988281	-0.00178585168350611	-0.000140587916877671
0.059785585	0.28331324	-0.00175887236150937	-0.000318807076348192
0.059044218	0.28652344	-0.0017074033280625	-0.000477574448401552
0.058138539	0.28928291	-0.00163318603906546	-0.000619688028318827
0.05695458	0.29202988	-0.00153804074190242	-0.0007481216922113
0.055534713	0.29464031	-0.00141965127945892	-0.000858655728701482
0.053980587	0.29697663	-0.00128946458545286	-0.000943163293383629
0.05226634	0.29912913	-0.00116235671838352	-0.00100404258713908
0.050366539	0.30114834	-0.00101818965101246	-0.00104212434495468
0.048308684	0.30301655	-0.000895065138095503	-0.00106311875669846
0.04613101	0.30471452	-0.000772733683288393	-0.00106561579957433
0.043793006	0.30627642	-0.000640718695883092	-0.00104315477299616
0.041249502	0.30772897	-0.000539655027643771	-0.00101267529800848
0.038689501	0.30899254	-0.000458471989744999	-0.000990069169959994
0.036061604	0.31021615	-0.000503560142421355	-0.00104326243837329
0.03345729	0.31163174	-0.000742172973314242	-0.00116392647959693
0.031294092	0.31332311	-0.00122170209112625	-0.00128686340946572
0.02957496	0.31542969	-0.00178197457591646	-0.0010101944286143
