x	y
0.029880862	0.3086717
0.029492188	0.30883169
0.02920247	0.3089468
0.029003108	0.30902345
0.028710937	0.30914566
0.028338993	0.30930112
0.028139452	0.309381
0.027929688	0.30947244
0.027539063	0.30964735
0.027308971	0.30974981
0.027110021	0.30983942
0.026757813	0.31001118
0.026513118	0.31013155
0.026314845	0.31022996
0.025976563	0.31041005
0.025753576	0.31053144
0.025555678	0.31064187
0.025225264	0.31083769
0.025029686	0.31095586
0.024804688	0.3111002
0.024536202	0.31127841
0.024339569	0.31141309
0.024069467	0.31160823
0.02387546	0.31175519
0.023632813	0.31194729
0.023436529	0.31210856
0.023239264	0.31227731
0.023018331	0.312474
0.022821451	0.31265649
0.022618375	0.31285324
0.022422131	0.31305071
0.022233454	0.31324718
0.022033626	0.31346193
0.021865814	0.3136607
0.021703331	0.31386719
0.021519033	0.31411119
0.021385791	0.31430603
0.021189567	0.31461084
0.021074266	0.31480954
0.020952317	0.31503906
0.02077446	0.31538427
0.02068444	0.3155829
0.020588258	0.31582031
0.020452391	0.31621094
0.020364258	0.31660156
0.020368353	0.31699219
0.020429787	0.31738281
0.02051295	0.31777344
0.020602606	0.31816406
0.020674448	0.31852786
0.020706694	0.31872782
0.020732865	0.31894531
0.020769109	0.31933594
0.020792928	0.31972656
0.020798639	0.32011719
0.020786468	0.32050781
0.020758811	0.32089844
0.020721373	0.32123008
0.020694643	0.32142354
0.020652309	0.32167969
0.020570609	0.32207031
0.020465926	0.32246094
0.020360125	0.32277952
0.020280493	0.32297243
0.020149562	0.32324219
0.019977744	0.32351121
0.01980817	0.32371024
0.019613077	0.32389426
0.019335938	0.32408068
0.019031011	0.32419443
0.018818921	0.32423046
0.018554688	0.32423522
0.018164063	0.32423377
0.017913387	0.32422042
0.017773438	0.32421323
0.017424776	0.32420898
0.017382813	0.32441406
0.017157659	0.32421049
0.016938301	0.32428348
0.016654354	0.32446714
0.016448407	0.32480469
0.016586749	0.32520355
0.016876203	0.32537595
0.017002044	0.32540779
0.017382813	0.32530002
0.017773438	0.32526542
0.018164063	0.32527847
0.018554688	0.32530464
0.018945313	0.32529789
0.019335938	0.32524228
0.019726563	0.3251284
0.019966613	0.32502298
0.020145102	0.3249159
0.020507813	0.32473366
0.020745166	0.32462796
0.020944413	0.32454231
0.021289063	0.3243851
0.021568387	0.3242578
0.021755584	0.32416446
0.022070313	0.32402714
0.022454893	0.32388957
0.02266303	0.32382987
0.022851563	0.32377915
0.023242188	0.32369673
0.023632813	0.32366562
0.024023438	0.32368057
0.024414063	0.32373314
0.024729216	0.32380043
0.02491944	0.3238474
0.025195313	0.32391682
0.025585938	0.3240268
0.025920953	0.32415774
0.026104052	0.32425093
0.026367188	0.32437967
0.026689697	0.32454113
0.026878545	0.32465149
0.027148438	0.32480679
0.027412581	0.3249593
0.027603949	0.32507665
0.027929688	0.32526606
0.02813893	0.32538282
0.028329081	0.32549127
0.028702846	0.32568761
0.028903323	0.32578264
0.029101563	0.32587259
0.029492188	0.32604125
0.02976367	0.32614366
0.029958205	0.3262155
